source:pkey,name,addr:full,addr:housenumber,addr:postcode,addr:city,phone,fax,email,website,source:date,addr:street,addr:unit,amenity,emergency
3619687,Consultori Local Guimerà," Ct De Tàrrega, 28", 28,25341,Guimerà,973303510,,,,2020-03-19T07:59:49, Ct De Tàrrega,,clinic,
3619736,Consultori Local Els Garidells," Av Catalunya, 2", 2,43153,"Garidells, els",977625230,,,,2020-03-19T07:59:47, Av Catalunya,,clinic,
3620575,Cap Terrassa Oest," Av Àngel Sallent, 171", 171,08224,Terrassa,937455200,93 745 52 09,gerenciamutua@mutuaterrassa.es,http://www.mutuaterrassa.cat,2020-03-19T07:57:47, Av Àngel Sallent,,clinic,
3619537,Consultori Local Vilanova De Bellpuig," Cr Pare Pacífic, 4", 4,25264,Vilanova de Bellpuig,973324353,,,,2020-03-19T07:59:54, Cr Pare Pacífic,,clinic,
3620350,Consultori Local Pontós," Pl De L'Ajuntament, S/N", ,17773,Pontós,972551831,,,,2020-03-19T07:59:30, PlaçaDe L'Ajuntament,,clinic,
3619775,Cap Doctor Sarró Roset," Cr Vallvera, 8", 8,43800,Valls,977602000,977 61 28 34,valls.tgn.ics@gencat.cat,,2020-03-19T07:59:47, Cr Vallvera,,clinic,
3619984,Consultori Local Els Omellons," Pl Major, 13", 13,25412,"Omellons, els",973156298,,,,2020-03-19T07:59:57, PlaçaMajor,,clinic,
3619811,Cuap Salou," Cr Carrilet, 12", 12,43840,Salou,,,salou.tgn.ics@gencat.cat,,2020-03-19T07:59:37, Cr Carrilet,,clinic,
3621394,Hospital - Cuap Sagrat Cor," Cr Viladomat, 288", 288,08029,Barcelona,933221111,,,http://www.hscor.com,2020-03-19T07:58:14, Cr Viladomat,,clinic,
3619727,Consultori Local Sant Martí De Maldà," Pl Major, 16", 16,25344,Sant Martí de Riucorb,973331096,,,,2020-03-19T07:59:48, PlaçaMajor,,clinic,
3620560,Cap La Farigola," Ct Barcelona, 147-149", 147-149,08290,Cerdanyola del Vallès,936919589,,capfarigola.mn.ics@gencat.cat,,2020-03-19T07:57:48, Ct Barcelona,,clinic,
3622675,Consultori Local Sant Pere De Torelló," Pl Doctor Munmany, S/N", ,08572,Sant Pere de Torelló,938584277,,,,2020-03-19T07:59:06, PlaçaDoctor Munmany,,clinic,
3620240,Consultori Local Agullana," Cr Lluís Gomis, 2", 2,17707,Agullana,972535491,,,,2020-03-19T07:59:32, Cr Lluís Gomis,,clinic,
3622833,Cap Centre Integral De Salut Cotxeres," Av Dels Quinze, 18-30", 18-30,08016,Barcelona,932438989,,cotxeres@consorci.org,http://www.cotxeres.consorci.org/,2020-03-19T07:58:43, Av Dels Quinze,,clinic,
9026595,Atenció Continuada Cap Bufalà-Canyet," Av Martí Pujol, 521-527", 521-527,08915,Badalona,,,,,2020-03-19T07:58:46, Av Martí Pujol,,clinic,yes
3620212,Consultori Local La Pobla De Massaluca," Cr Major, 10", 10,43783,"Pobla de Massaluca, la",977439724,,,,2020-03-19T07:59:32, Cr Major,,clinic,
3621528,Consultori Local Olesa De Bonesvalls," Cr L'Antiga, S/N", ,08795,Olesa de Bonesvalls,938984308,93 898 47 13,,,2020-03-19T07:58:58, Cr L'Antiga,,clinic,
3620253,Atenció Continuada Cap Cadaqués," Cr Nou, 6-10", 6-10,17488,Cadaqués,972258807,972 25 88 07,eap_roses.girona.ics@gencat.cat,,2020-03-19T07:59:32, Cr Nou,,clinic,yes
3620019,Consultori Local Camarasa," Cr Santa Maria, 32", 32,25613,Camarasa,973420341,,,,2020-03-19T07:59:56, Cr Santa Maria,,clinic,
3620650,Consultori Local Rellinars," Pl Ajuntament, S/N", ,08299,Rellinars,938345000,,,,2020-03-19T07:59:04, PlaçaAjuntament,,clinic,
3619508,Consultori Local L'Albagés," Av Garrigues, 17", 17,25155,"Albagés, l'",973121156,,,,2020-03-19T07:59:58, Av Garrigues,,clinic,
3620407,Atenció Continuada Consultori Local Tossa De Mar," Av Catalunya, 14", 14,17320,Tossa de Mar,972341828,972 34 17 13,,,2020-03-19T07:59:15, Av Catalunya,,clinic,yes
3619555,Consultori Local Les Oluges," Cr Major, S/N", ,25214,"Oluges, les",973524145,,,,2020-03-19T07:59:53, Cr Major,,clinic,
3621378,Cuap Dos De Maig," Cr Dos De Maig, 301", 301,08025,Barcelona,935072700,,,http://www.eapdretaeixample.cat/,2020-03-19T07:58:39, Cr Dos De Maig,,clinic,
3620106,Consultori Local Fontcoberta," Pl Catalunya, S/N", ,17833,Fontcoberta,972576136,,,,2020-03-19T07:59:19, PlaçaCatalunya,,clinic,
3619926,Consultori Local Les Peces," Cr La Plaça, 17", 17,43718,Albinyana,977687698,,,,2020-03-19T07:59:43, Cr La Plaçaça,,clinic,
3620180,Cap Arbúcies," Cr Havana, S/N", ,17401,Arbúcies,972162210,972 86 06 15,eap_arbucies.girona.ics@gencat.cat,,2020-03-19T07:59:18, Cr Havana,,clinic,
3620173,Consultori Local Toses," Cr Solei, 2", 2,17536,Toses,972736392,,,,2020-03-19T07:59:18, Cr Solei,,clinic,
3621178,Centre D'Atenció Pediàtrica Integral Barcelona Esquerra (Capibe)," Cr Numància, 9-13", 9-13,08029,Barcelona,934445444,,,,2020-03-19T07:58:40, Cr Numància,,clinic,yes
3622693,Cap Nova Lloreda - Equip Nova Lloreda," Av Catalunya, 62-64", 62-64,08917,Badalona,934603900,93 389 00 62,bsa@bsa.cat,https://www.bsa.cat/,2020-03-19T07:58:46, Av Catalunya,,clinic,
3620672,Cap Larrard - Equip La Salut," Ts De Dalt, 79", 79,08024,Barcelona,932857600,93 285 50 61,cap-larrard@perevirgili.cat,http://perevirgili.gencat.cat/ca/serveis-assistencials/atencio-primaria_/cap-larrard/,2020-03-19T07:58:42, Ts De Dalt,,clinic,
3620059,Hospital Santa Caterina," Cr Doctor Castany, S/N", ,17190,Salt,972182500,972 18 26 05,gerencia@ias.scs.es,http://www.ias.scs.es/web/usuaris/ed_parc/ed_santa_caterina.html,2020-03-19T07:59:22, Cr Doctor Castany,,hospital,
3619655,Consultori Local Vimbodí," Pl Major, 12", 12,43430,Vimbod�� i Poblet,977878386,,,,2020-03-19T07:59:41, PlaçaMajor,,clinic,
3619571,Consultori Local Els Alamús," Pl De L'Esglèsia, S/N", ,25221,"Alamús, els",973199189,,,,2020-03-19T07:59:53, PlaçaDe L'Esglèsia,,clinic,
3622468,Hospital De Sant Joan Despí Moisès Broggi," Cr Jacint Verdaguer, 90", 90,08970,Sant Joan Despí,935531200,93 553 12 16,,http://www.sanitatintegral.org/ciutadans/centres/hospital-moises-broggi/,2020-03-19T07:58:48, Cr Jacint Verdaguer,,hospital,
3619901,Cap Sant Salvador," Cr Alzina Del Mas, 2", 2,43130,Tarragona,977522927,977 29 30 98,ssalvador.tgn.ics@gencat.cat,,2020-03-19T07:59:39, Cr Alzina Del Mas,,clinic,
3621383,Cuap Horta," Cr Sant Gaudenci, 21", 21,08031,Barcelona,934289517,,,,2020-03-19T07:58:39, Cr Sant Gaudenci,,clinic,yes
3620196,Consultori Local Darmós," Pl Major De La Mata, 5", 5,43746,Tivissa,977418313,,,,2020-03-19T07:59:33, PlaçaMajor De La Mata,,clinic,
3620146,Cap Ulldecona," Cr Montserrat Roig, 2", 2,43550,Ulldecona,977721322,977 72 14 84,,,2020-03-19T07:59:34, Cr Montserrat Roig,,clinic,
3620052,Consultori Local Madremanya," Cr Sant Esteve, 32", 32,17462,Madremanya,972491041,,,,2020-03-19T07:59:22, Cr Sant Esteve,,clinic,
3621900,Atenció Continuada Santa Coloma De Gramenet," Cr Major, 49-53", 49-53,08921,Santa Coloma de Gramenet,,,,,2020-03-19T07:58:06, Cr Major,,clinic,yes
3620540,Cap Cassà De La Selva," Cr Bassegoda, 11", 11,17244,Cassà de la Selva,972463882,972 46 38 84,info@ias.cat,http://www.ias.cat,2020-03-19T07:59:24, Cr Bassegoda,,clinic,
10927185,Assir Alt Urgell," Ps Joan Brudieu, 8", 8,25700,"Seu d'Urgell, la",973350050,,uaau_laseu.pirineu.ics@gencat.cat,,2020-03-19T07:59:03, Ps Joan Brudieu,,clinic,
3621690,Cap Sant Sadurní D'Anoia," Cr Gelida, S/N", ,08770,Sant Sadurní d'Anoia,938183052,93 891 40 25,abssadurni.apg.cp.ics@gencat.net,,2020-03-19T07:58:58, Cr Gelida,,clinic,
3619988,Consultori Local El Soleràs," Pl Escoles, 4", 4,25163,"Soleràs, el",973133628,,,,2020-03-19T07:59:57, PlaçaEscoles,,clinic,
3620027,Consultori Local Montgai," Cm Telèfons, S/N", ,25616,Montgai,973430107,,,,2020-03-19T07:59:56, Cm Telèfons,,clinic,
3620940,Cap Vallvidrera," Cr Reis Catòlics, 2", 2,08017,Barcelona,934068453,93 406 91 93,citaprevia@capsarria.com,,2020-03-19T07:58:41, Cr Reis Catòlics,,clinic,
3620778,Consultori Local Peramola," Cr Federic Ribó, S/N", ,25790,Peramola,973470272,,,,2020-03-19T07:59:03, Cr Federic Ribó,,clinic,
3622309,Cap Gironella," Pl De Campanals, S/N", ,08680,Gironella,938250321,93 822 97 30,eapbaixbergueda.cc.ics@gencat.cat,,2020-03-19T07:59:09, PlaçaDe Campanals,,clinic,
8933176,Atenció Continuada Cap Vallès Oriental," Cr Museu, 19", 19,08401,Granollers,938600522,,grasud.mn.ics@gencat.cat,,2020-03-19T07:57:42, Cr Museu,,clinic,yes
3620500,Atenció Continuada Cap Besalú," Cr Prat De La Riba, 9", 9,17850,Besalú,972590573,972 59 00 32,eap_besalu.girona.ics@gencat.cat,,2020-03-19T07:59:26, Cr Prat De La Riba,,clinic,yes
3619696,Consultori Local Puigverd D'Agramunt," Cr Cendra, 5", 5,25318,Puigverd d'Agramunt,973390635,,,,2020-03-19T07:59:48, Cr Cendra,,clinic,
3620473,Consultori Local Palau-Sator," Cr Extramurs, S/N", ,17256,Palau-sator,972634259,,tvalencia@ssibe.cat,,2020-03-19T07:59:27, Cr Extramurs,,clinic,
3622233,Consultori Local Cabrils," Cr De Cal Batalló, S/N", ,08348,Cabrils,937507410,,cabrils.sanitat@sanitat.gencat,,2020-03-19T07:58:01, Cr De Cal Batalló,,clinic,
3620015,Consultori Local Gualter," Cr Del Pont, S/N", ,25747,"Baronia de Rialb, la",973461000,,,,2020-03-19T07:59:56, Cr Del Pont,,clinic,
3620049,Consultori Local Juià," Cr Baix, 10", 10,17462,Juià,972490655,,,,2020-03-19T07:59:22, Cr Baix,,clinic,
3619629,Consultori Local Llardecans," Cr Raval, S/N", ,25179,Llardecans,973130288,,,,2020-03-19T07:59:50, Cr Raval,,clinic,
3620543,Consultori Local Cervià De Ter," Cr Hospital, 7", 7,17464,Cervià de Ter,972496043,,,,2020-03-19T07:59:24, Cr Hospital,,clinic,
3620372,Consultori Local Sant Feliu Sasserra," Ct Manresa, 20", 20,08274,Sant Feliu Sasserra,938819154,,,,2020-03-19T07:59:10, Ct Manresa,,clinic,
3620430,Consultori Local Esclanyà," Cr Perdiu, S/N", ,17255,Begur,972610345,,mdecos@ssibe.cat,,2020-03-19T07:59:28, Cr Perdiu,,clinic,
3619608,Consultori Local Dels Magraners," Cr Mossèn Salvador, 1", 1,25001,Lleida,973216884,,bordeta.lleida.ics@gencat.cat,,2020-03-19T07:59:52, Cr Mossèn Salvador,,clinic,
3621725,Atenció Continuada Cap Florida," Pr Dels Ocellets, S/N", ,08905,"Hospitalet de Llobregat, l'",934471080,93 448 33 06,,,2020-03-19T07:58:11, Pr Dels Ocellets,,clinic,yes
3621727,Cap Bellvitge," Cr Ermita De Bellvitge, S/N", ,08907,"Hospitalet de Llobregat, l'",933369678,93 263 05 78,absbellvitge.hos.cp.ics@gencat.cat,,2020-03-19T07:58:11, Cr Ermita De Bellvitge,,clinic,
3620902,Atenció Continuada Consultori Local Tuixent," Cr Únic, S/N", ,25717,Josa i Tuixén,973370039,,uaau_laseu.pirineu.ics@gencat.cat,,2020-03-19T07:59:02, Cr Únic,,clinic,yes
3619735,Consultori Local Figuerola Del Camp," Cr Onze De Setembre, S/N", ,43811,Figuerola del Camp,977631288,,,,2020-03-19T07:59:47, Cr Onze De Setembre,,clinic,
3619676,Consultori Local La Donzell," Cr Major, 5", 5,25317,Agramunt,973390635,,,,2020-03-19T07:59:49, Cr Major,,clinic,
3619759,Consultori Local Perafort," Cr Castellot, 2", 2,43152,Perafort,977610196,,,,2020-03-19T07:59:40, Cr Castellot,,clinic,
3620697,Cap Can Trias-Ernest Lluch," Cr Pintor Casas, S/N", ,08232,Viladecavalls,937333378,93 789 36 96,gerenciamutua@mutuaterrassa.es,http://www.mutuaterrassa.cat,2020-03-19T07:57:44, Cr Pintor Casas,,clinic,
3621157,Consultori Local La Pobleta De Bellveí," Cr Únic, S/N", ,25513,"Torre de Cabdella, la",973661801,,,,2020-03-19T07:59:01, Cr Únic,,clinic,
3619999,Atenció Continuada Cap Artesa De Segre," Cr Àngel Guimerà, 6", 6,25730,Artesa de Segre,973402196,973 40 00 27,artesa.lleida.ics@gencat.cat,,2020-03-19T07:59:57, Cr Àngel Guimerà,,clinic,yes
3621887,Ico L'Hospitalet," Av De La Granvia De L'Hospitalet, 199", 199,08908,"Hospitalet de Llobregat, l'",932607733,93 260 78 21,jcaceres@iconcologia.net,http://www.iconcologia.net/catala/hospitalet/index.htm,2020-03-19T07:58:07, Av De La Granvia De L'Hospitalet,,hospital,
3620185,Cap Móra D'Ebre," Cr Benet Messeguer, S/N", ,43740,Móra d'Ebre,977401302,,,,2020-03-19T07:59:33, Cr Benet Messeguer,,clinic,
3620493,Consultori Local Cruïlles," Cr Gessamí, 6", 6,17116,"Cruïlles, Monells i Sant Sadurní de l'Heura",972640573,,tvalencia@ssibe.cat,,2020-03-19T07:59:26, Cr Gessamí,,clinic,
3619857,Consultori Local Porrera," Pl De La Constitució, 9", 9,43739,Porrera,977828038,,,,2020-03-19T07:59:41, PlaçaDe La Constitució,,clinic,
3619717,Cap L'Aldea," Cr Mossèn Alfonso Monfort, S/N", ,43896,"Aldea, l'",977451213,977 45 11 83,,,2020-03-19T07:59:35, Cr Mossèn Alfonso Monfort,,clinic,
10925871,Assir Baix Camp Reus," Cm De Riudoms, 53-55", 53-55,43202,Reus,977778511(Reus1,977 32 24 50,cuapreus.tgn.ics@gencat.cat,,2020-03-19T07:59:45, Cm De Riudoms,,clinic,
3621566,Hospital Plató," Cr Plató, 21", 21,08006,Barcelona,933069900,93 414 01 33,pere.companyo@clinicaplato.com,http://www.hospitalplato.com/,2020-03-19T07:58:13, Cr Plaçató,,hospital,
3620965,Consultori Local La Batlloria," Cr Major, 15", 15,08476,Sant Celoni,938471032,,batlloria.mn.ics@gencat.cat,,2020-03-19T07:57:37, Cr Major,,clinic,
3620156,Consultori Local Ascó," Pl Placeta, S/N", ,43791,Ascó,977405385,,,,2020-03-19T07:59:34, PlaçaPlaçaceta,,clinic,
3621350,Consultori Local Les," Pl Església, 9", 9,25540,Les,973648229,,usuari@aransalut.com,,2020-03-19T07:58:59, PlaçaEsglésia,,clinic,
3620137,Atenció Continuada Cap Ribes De Freser," Ps De Guimerà, 6", 6,17534,Ribes de Freser,972727709,972 72 81 37,apribes@hospcamp.com,http://www.hospitaldecampdevanol.cat,2020-03-19T07:59:18, Ps De Guimerà,,clinic,yes
3622565,Consultori Local Oristà," Pl Major, 1", 1,08518,Oristà,938128006,,,,2020-03-19T07:59:07, PlaçaMajor,,clinic,
3622459,Cap El Pla," Pl Felip Alcantara, 3", 3,08980,Sant Feliu de Llobregat,936854667,93 685 53 36,admpla.bln.cp.ics@gencat.net,,2020-03-19T07:58:49, PlaçaFelip Alcantara,,clinic,
3619538,Consultori Local Vila-Sana," Pl Major, 2", 2,25245,Vila-sana,973710043,,,,2020-03-19T07:59:54, PlaçaMajor,,clinic,
3619533,Consultori Local El Palau D'Anglesola," Pl De L'Abadia, 8", 8,25243,"Palau d'Anglesola, el",973710974,,,,2020-03-19T07:59:54, PlaçaDe L'Abadia,,clinic,
3620129,Cap Camprodon," Cr Mossèn Jacint Verdaguer, 1", 1,17867,Camprodon,972741213,972 74 12 13,eap_camprodon.girona.ics@gencat.cat,,2020-03-19T07:59:19, Cr Mossèn Jacint Verdaguer,,clinic,
3619841,Cap Sant Pere - Equip Reus 2," Cm De Riudoms, 53-55", 53-55,43202,Reus,977778511(Reus1,977 32 24 50,fbarrio.tgn.ics@gencat.cat,,2020-03-19T07:59:45, Cm De Riudoms,,clinic,
3619885,Atenció Continuada Cap Riudoms," Cr La Sardana, 3", 3,43330,Riudoms,977850440,977 76 83 83,yherranz@grupsagessa.cat,http://www.grupsagessa.com,2020-03-19T07:59:43, Cr La Sardana,,clinic,yes
3619722,Cap Amposta," Cr Sebastià Joan Arbó, 108", 108,43870,Amposta,977702890,977 70 09 72,,,2020-03-19T07:59:35, Cr Sebastià Joan Arbó,,clinic,
3621845,Cap Vilafranca Nord," Av De La Pelegrina, 70", 70,08720,Vilafranca del Penedès,938879255,,eapvilafrancanord@ambitcp.catsalut.net,,2020-03-19T07:58:57, Av De La Pelegrina,,clinic,
3621524,Consultori Local Mediona," Cr Doctor Trueta, 10", 10,08773,Mediona,938985302,,,,2020-03-19T07:58:59, Cr Doctor Trueta,,clinic,
3622490,Cap Dr. Guillermo Masriera I Guardiola," Cr Santa Maria, 59-79", 59-79,08340,Vilassar de Mar,937540642,93 759 04 94,vilamar.sanitat@gencat.cat,,2020-03-19T07:57:58, Cr Santa Maria,,clinic,
3621398,"Hospital Clínic De Barcelona, Seu Sabino De Arana"," Cr Sabino De Arana, 1", 1,08028,Barcelona,932275600,93 227 56 05,,http://www.hospitalclinic.org,2020-03-19T07:58:14, Cr Sabino De Arana,,hospital,
3620831,Cap La Llagosta," Cr Vic, S/N", ,08120,"Llagosta, la",935749810,93 574 98 11,llagosta.mn.ics@gencat.cat,,2020-03-19T07:57:41, Cr Vic,,clinic,
10960022,Cuap Badalona," Cr De Juli Garreta, S/N", ,08911,Badalona,933842455,,,,2020-03-19T07:58:45, Cr De Juli Garreta,,clinic,yes
9026598,Atenció Continuada Cap Llefià," Ct Antiga València, 84", 84,08913,Badalona,,,,,2020-03-19T07:58:46, Ct Antiga València,,clinic,yes
3620522,Consultori Local Santa Pau," Cr Del Mirador, 6", 6,17811,Santa Pau,972680264,,,,2020-03-19T07:59:25, Cr Del Mirador,,clinic,
3622820,Atenció Continuada Cap Sant Andreu," Av Meridiana, 428", 428,08030,Barcelona,932745490,93 346 98 04,,,2020-03-19T07:58:43, Av Meridiana,,clinic,yes
3619558,Consultori Local Sant Ramon," Pl Santa Madrona, 4", 4,25215,Sant Ramon,973524145,,,,2020-03-19T07:59:53, PlaçaSanta Madrona,,clinic,
3619921,Consultori Local Vilanova D'Escornalbou," Av De Les Escoles, 3", 3,43311,Vilanova d'Escornalbou,977837519,,,,2020-03-19T07:59:43, Av De Les Escoles,,clinic,
3622293,Consultori Local Avià," Cr Anselm Clavé, S/N", ,08610,Avià,938230331,,,,2020-03-19T07:59:09, Cr Anselm Clavé,,clinic,
3620140,Cap Sant Carles De La Ràpita," Av Constitució, 62", 62,43540,Sant Carles de la Ràpita,977741667,977 74 45 29,,,2020-03-19T07:59:34, Av Constitució,,clinic,
6820956,Atenció Continuada Cap La Florida," Ps De La Florida, 43", 43,08130,Santa Perpètua de Mogoda,935747063,,caplaflorida.mn.ics@gencat.cat,,2020-03-19T07:57:48, Ps De La Florida,,clinic,yes
10927427,Assir Baix Llobregat Cornellà De Llobregat," Av República Argentina, 152", 152,08940,Cornellà de Llobregat,934712000,93 376 76 50,sildefons.blc.cp.ics@gencat.net,,2020-03-19T07:58:56, Av República Argentina,,clinic,
3620176,Consultori Local Amer," Cr Guilleries, 5", 5,17170,Amer,972186919,,,,2020-03-19T07:59:18, Cr Guilleries,,clinic,
3622671,Consultori Local Sant Boi De Lluçanès," Ps Lluçanès, 8", 8,08589,Sant Boi de Lluçanès,938527079,,,,2020-03-19T07:59:07, Ps Lluçanès,,clinic,
3621024,Consultori Local Llívia," Cr Raval, 45", 45,17527,Llívia,972146213,,,,2020-03-19T07:59:02, Cr Raval,,clinic,
3621874,Cuap Pura Fernàndez," Cr Cobalt, 135-137", 135-137,08905,"Hospitalet de Llobregat, l'",932601926,,,,2020-03-19T07:58:11, Cr Cobalt,,clinic,yes
3621331,Consultori Local Esterri D'Àneu," Cr Carrerada, 5", 5,25580,Esterri d'Àneu,973626060,,,,2020-03-19T07:59:00, Cr Carrerada,,clinic,
3620309,Cap Anoia - Equip Igualada 1," Ps Verdaguer, 170", 170,08700,Igualada,938053500,93 806 62 32,eapigualadaurba.cc.ics@gencat.cat,,2020-03-19T07:59:14, Ps Verdaguer,,clinic,
3619720,Cap Alcanar," Cr Càlig, S/N", ,43530,Alcanar,977732432,977 73 19 33,,http://www.fut.es/~baucells/ics_alca.htm,2020-03-19T07:59:35, Cr Càlig,,clinic,
3622422,Consultori Local Cercs," Ct De Ribes, 22", 22,08698,Cercs,938248527,,,,2020-03-19T07:59:08, Ct De Ribes,,clinic,
3620121,Atenció Continuada Cap Campdevànol," Cr Llevant, 13", 13,17530,Campdevànol,972730062,972 73 06 35,apcampdevanol@hoscamp.com,http://www.hospitaldecampdevanol.cat,2020-03-19T07:59:19, Cr Llevant,,clinic,yes
10929668,Assir Vallès Occidental Cerdanyola I Ripollet," Ct Barcelona, 23", 23,08291,Ripollet,935942111,93 580 60 77,ripo2@cerdanyola.scs.es,,2020-03-19T07:57:56, Ct Barcelona,,clinic,
3621172,Consultori Local Alins," Pl Major, S/N", ,25574,Alins,973624385,,,,2020-03-19T07:59:00, PlaçaMajor,,clinic,
3620674,Cap Les Corts," Cr Mejia Lequerica, 1", 1,08029,Barcelona,932275590,93 227 55 97,capcorts@clinic.cat,http://www.capsbe.cat/,2020-03-19T07:58:42, Cr Mejia Lequerica,,clinic,
9906831,Centre D'Urgències Centre De Granollers," Av Del Parc, 9", 9,08400,Granollers,938604770,,,,2020-03-19T07:57:42, Av Del Parc,,clinic,yes
3620063,Consultori Local Sant Jordi Desvalls," Cr Doctor Joher, S/N", ,17464,Sant Jordi Desvalls,972798116,,,,2020-03-19T07:59:22, Cr Doctor Joher,,clinic,
3619745,Consultori Local Querol," Cr Andorra, 11", 11,43816,Querol,977638288,,,,2020-03-19T07:59:47, Cr Andorra,,clinic,
10926847,Assir Baix Ebre Tortosa," Av Cristòfol Colom, 16-20", 16-20,43500,Tortosa,977502638,977 58 10 02,,,2020-03-19T07:59:36, Av Cristòfol Colom,,clinic,
3620222,Consultori Local Canet De Fals," Pl De La Vila, S/N", ,08259,Fonollosa,670471800,,,,2020-03-19T07:59:12, PlaçaDe La Vila,,clinic,
3622553,Consultori Local Gurb," Cr Mas L'Esperança, S/N", ,08503,Gurb,938869922,,,,2020-03-19T07:59:07, Cr Mas L'Esperança,,clinic,
3619817,Cap L'Ametlla De Mar," Cr Llibertat, 70", 70,43860,"Ametlla de Mar, l'",977493514,977 49 30 21,,,2020-03-19T07:59:36, Cr Llibertat,,clinic,
3619566,Consultori Local Concabella," Cr Únic, S/N", ,25212,"Plans de Sió, els",973531048,,,,2020-03-19T07:59:53, Cr Únic,,clinic,
3620265,Cap Breda," Av De La Verge De Montserrat, 13", 13,17400,Breda,972870450,,info@ias.cat,http://www.ias.cat/,2020-03-19T07:59:17, Av De La Verge De Montserrat,,clinic,
3622200,Hospital Sant Joan De Déu De Martorell," Av Mancomunitats Comarcals, 1", 1,08760,Martorell,937742020,93 775 37 06,,http://es.hmartorell.es/,2020-03-19T07:58:53, Av Mancomunitats Comarcals,,hospital,
3622589,Consultori Local La Palma De Cervelló," Cr Pirineu, 7", 7,08756,"Palma de Cervelló, la",936720805,93 672 11 41,,,2020-03-19T07:58:46, Cr Pirineu,,clinic,
3620410,Cap Vidreres," Av Costa Brava, 272", 272,17411,Vidreres,972850156,972 87 52 30,eap_sils.girona.ics@gencat.cat,,2020-03-19T07:59:15, Av Costa Brava,,clinic,
3619728,Consultori Local Les Pobles," Cr Sant Jordi, 30", 30,43815,Aiguamúrcia,977638394,,,,2020-03-19T07:59:48, Cr Sant Jordi,,clinic,
10929867,Assir Barcelona Ciutat Maragall," Ps Maragall, 52-54", 52-54,08041,Barcelona,934462952-53,93 347 78 37,,,2020-03-19T07:58:43, Ps Maragall,,clinic,
3620477,Consultori Local Regencós," Cr Torras Jonama, 2", 2,17254,Regencós,972611709,,mdecos@ssibe.cat,,2020-03-19T07:59:27, Cr Torras Jonama,,clinic,
3619790,Consultori Local Alforja," Cr De La Font, 56-58", 56-58,43365,Alforja,977816367,,,,2020-03-19T07:59:46, Cr De La Font,,clinic,
3621694,Consultori Local La Ràpita," Pl Ramon Cabré, S/N", ,08730,Santa Margarida i els Monjos,938983769,,,,2020-03-19T07:58:58, PlaçaRamon Cabré,,clinic,
